-4.999481 -1.501709
5.000519 -1.498291
4.999489 1.501709
-5.000511 1.498291
#Initial Configuration
117.40839 45.289207 0
#Obstacle #50
#Number of Polygons
1
#Polygon #0
#Number of Vertices
4
#------------
-4.999489 -1.501709
5.000511 -1.498291
4.999489 1.501709
-5.000511 1.498291
#Initial Configuration
106.15334 49.6764 0
#Obstacle #51
#Number of Polygons
1
#Polygon #0
#Number of Vertices
4
#------------
-1.5 5.0
-1.5 -5.0
1.5 -5.0
1.5 5.0
#Initial Configuration
113.995056 53.147003 0
#Obstacle #52
#Number of Polygons
1
#Polygon #0
#Number of Vertices
4
#------------
-1.5 5.0
-1.5 -5.0
1.5 -5.0
1.5 5.0
#Initial Configuration
108.94136 61.653664 0
#Obstacle #53
#Number of Polygons
1
#Polygon #0
#Number of Vertices
4
#------------
-4.999489 -1.501709
5.000511 -1.498291
4.999481 1.501709
-5.000519 1.498291
#Initial Configuration
116.71915 65.0581 0
#Obstacle #54
#Number of Polygons
1
#Polygon #0
#Number of Vertices
4
#------------
-4.999489 -1.501709
5.000511 -1.498291
4.999489 1.501709
-5.000511 1.498291
#Initial Configuration
105.464096 69.44529 0
#Obstacle #55
#Number of Polygons
1
#Polygon #0
#Number of Vertices
4
#------------
-1.5 5.0
-1.5 -5.0
1.5 -5.0
1.5 5.0
#Initial Configuration
113.30581 72.91589 0
#Obstacle #56
#Number of Polygons
1
#Polygon #0
#Number of Vertices
4
#------------
-1.5 5.0
-1.5 -5.0
1.5 -5.0
1.5 5.0
#Initial Configuration
107.82547 82.275894 0
#Obstacle #57
#Number of Polygons
1
#Polygon #0
#Number of Vertices
4
#------------
-4.999489 -1.501709
5.000511 -1.498291
4.999481 1.5017014
-5.000519 1.4982834
#Initial Configuration
115.60326 85.68033 0
#Obstacle #58
#Number of Polygons
1
#Polygon #0
#Number of Vertices
4
#------------
-4.999489 -1.501709
5.000511 -1.498291
4.999489 1.5017014
-5.000511 1.4982834
#Initial Configuration
104.348206 90.06752 0
#Obstacle #59
#Number of Polygons
1
#Polygon #0
#Number of Vertices
4
#------------
-1.5 5.0
-1.5 -5.0
1.5 -5.0
1.5 5.0
#Initial Configuration
112.18992 93.53812 0
#Obstacle #60
#Number of Polygons
1
#Polygon #0
#Number of Vertices
4
#------------
-1.5 5.0
-1.5 -5.0
1.5 -5.0
1.5 5.0
#Initial Configuration
104.32461 101.50871 0
#Obstacle #61
#Number of Polygons
1
#Polygon #0
#Number of Vertices
4
#------------
-4.999481 -1.501709
5.000519 -1.498291
4.999489 1.501709
-5.000511 1.498291
#Initial Configuration
112.10239 104.91315 0
#Obstacle #62
#Number of Polygons
1
#Polygon #0
#Number of Vertices
4
#------------
-4.999489 -1.501709
5.000511 -1.498291
4.999489 1.501709
-5.000511 1.498291
#Initial Configuration
100.84734 109.30034 0
#Obstacle #63
#Number of Polygons
1
#Polygon #0
#Number of Vertices
4
#------------
-1.5 5.0
-1.5 -5.0
1.5 -5.0
1.5 5.0
#Initial Configuration
108.68906 112.77094 0

#BOUND_OF_WORKING_SPACE 
0  0 128.0 128.0
#Height
0
#Number of Places
0
#Number of Walls
0
#Number of Blocks
0
#Number of Stairs
-1 -1 null
60 20 null
#X Y Width Height Description
